apt_id,profile,POI,CENA,M2,ZDJ,ATRAKCYJNOSC,price_pln_m2,size_m2,photos_count,TOP_PLUS,TOP_MINUS
A010,uniwersalny,0.6721,0.5639,0.803,0.3297,0.633,12675.0,48.5,2,"przystanek_autobus(+1.00), sklep(+1.00), przystanek_tramwaj(+0.77)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A029,uniwersalny,0.7003,0.6001,0.603,0.4512,0.6087,12509.0,41.9,3,"przystanek_tramwaj(+1.00), sklep(+1.00), przystanek_autobus(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), weterynarz(0.05)"
A028,uniwersalny,0.358,0.4478,0.9152,0.7534,0.6069,13207.0,52.2,7,"sklep(+0.95), przystanek_tramwaj(+0.87), przystanek_autobus(+0.72)","biblioteka(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A037,uniwersalny,0.7252,0.0,0.8303,0.8347,0.5918,15671.0,49.4,9,"sklep(+1.00), przystanek_tramwaj(+0.90), przystanek_autobus(+0.87)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.25)"
A008,uniwersalny,0.0861,0.7265,1.0,0.5507,0.59,11930.0,80.1,4,"przystanek_autobus(+0.89), sklep(+0.18), plac_zabaw(+0.05)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A021,uniwersalny,0.7907,0.2769,0.5515,0.7534,0.5849,13990.0,40.2,7,"przystanek_autobus(+1.00), sklep(+1.00), szpital_przychodnia(+0.94)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.25)"
A036,uniwersalny,0.7318,0.2642,0.5758,0.7534,0.5713,14048.0,41.0,7,"sklep(+1.00), apteka(+0.99), przystanek_tramwaj(+0.97)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A014,uniwersalny,0.7081,0.2093,0.5848,0.8347,0.5654,14300.0,41.3,9,"przystanek_autobus(+1.00), sklep(+0.99), przystanek_tramwaj(+0.99)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.06)"
A035,uniwersalny,0.7487,0.5375,0.6818,0.0,0.5635,12796.0,44.5,0,"sklep(+1.00), przystanek_autobus(+1.00), przystanek_tramwaj(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A020,uniwersalny,0.126,1.0,0.5576,0.6988,0.5599,8527.0,40.4,6,"przystanek_autobus(+0.53), przystanek_tramwaj(+0.35), plac_zabaw(+0.18)","apteka(0.00), stacja_kolej_metro(0.00), biblioteka(0.00)"
A016,uniwersalny,0.8237,0.0002,0.4212,0.6988,0.4783,15258.0,35.9,6,"przystanek_autobus(+1.00), przystanek_tramwaj(+1.00), sklep(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), pub(0.29)"
A032,uniwersalny,0.1432,0.1204,1.0,0.6988,0.4779,14707.0,61.3,6,"przystanek_autobus(+0.43), szkola_przedszkole(+0.34), plac_zabaw(+0.34)","szpital_przychodnia(0.00), stacja_kolej_metro(0.00), przystanek_tramwaj(0.00)"
A002,uniwersalny,0.2371,0.0962,1.0,0.5507,0.4778,14818.0,68.0,4,"przystanek_autobus(+0.98), przystanek_tramwaj(+0.75), park(+0.58)","biblioteka(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A001,uniwersalny,0.4375,0.7465,0.2515,0.5507,0.4759,11838.0,30.3,4,"przystanek_autobus(+0.86), plac_zabaw(+0.65), sklep(+0.62)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A038,uniwersalny,0.3276,0.2119,0.8424,0.4512,0.4717,14288.0,49.8,3,"sklep(+0.95), przystanek_autobus(+0.87), plac_zabaw(+0.46)","stacja_kolej_metro(0.00), galeria(0.00), pub(0.05)"
