apt_id,profile,POI,CENA,M2,ZDJ,ATRAKCYJNOSC,price_pln_m2,size_m2,photos_count,TOP_PLUS,TOP_MINUS
A026,studencki,0.8966,0.0986,1.0,0.5507,0.6207,14807.0,54.1,4,"sklep(+1.00), przystanek_autobus(+1.00), pub(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A020,studencki,0.1594,1.0,0.816,0.6988,0.6119,8527.0,40.4,6,"uczelnia(+0.65), przystanek_autobus(+0.53), przystanek_tramwaj(+0.35)","apteka(0.00), stacja_kolej_metro(0.00), biblioteka(0.00)"
A021,studencki,0.7878,0.2769,0.808,0.7534,0.6113,13990.0,40.2,7,"przystanek_autobus(+1.00), sklep(+1.00), szpital_przychodnia(+0.94)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A019,studencki,0.4005,0.4694,1.0,0.7981,0.5644,13108.0,61.8,8,"sklep(+0.79), szpital_przychodnia(+0.75), przystanek_autobus(+0.69)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A014,studencki,0.6757,0.2093,0.852,0.8347,0.5557,14300.0,41.3,9,"przystanek_autobus(+1.00), sklep(+0.99), przystanek_tramwaj(+0.99)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A025,studencki,0.2233,0.6595,1.0,0.6988,0.5551,12237.0,67.1,6,"sklep(+0.68), przystanek_autobus(+0.67), park(+0.39)","przystanek_tramwaj(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A036,studencki,0.6104,0.2642,0.84,0.7534,0.5423,14048.0,41.0,7,"sklep(+1.00), apteka(+0.99), przystanek_tramwaj(+0.97)","stacja_kolej_metro(0.00), klub(0.00), galeria(0.00)"
A037,studencki,0.7125,0.0,1.0,0.8347,0.5267,15671.0,49.4,9,"sklep(+1.00), pub(+0.97), przystanek_tramwaj(+0.90)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A008,studencki,0.0811,0.7265,1.0,0.5507,0.5142,11930.0,80.1,4,"przystanek_autobus(+0.89), sklep(+0.18), bank_atm(+0.02)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A001,studencki,0.3387,0.7465,0.412,0.5507,0.5067,11838.0,30.3,4,"przystanek_autobus(+0.86), biblioteka(+0.64), sklep(+0.62)","stacja_kolej_metro(0.00), klub(0.00), galeria(0.00)"
A016,studencki,0.8496,0.0002,0.636,0.6988,0.502,15258.0,35.9,6,"przystanek_autobus(+1.00), przystanek_tramwaj(+1.00), sklep(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A028,studencki,0.2556,0.4478,1.0,0.7534,0.4966,13207.0,52.2,7,"sklep(+0.95), przystanek_tramwaj(+0.87), przystanek_autobus(+0.72)","uczelnia(0.00), biblioteka(0.00), stacja_kolej_metro(0.00)"
A039,studencki,0.1052,0.7166,0.708,0.6321,0.4661,11975.0,37.7,5,"przystanek_autobus(+1.00), uczelnia(+0.14), bank_atm(+0.09)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A017,studencki,0.091,0.8613,0.288,0.4512,0.418,11312.0,27.2,3,"sklep(+0.22), biblioteka(+0.22), park(+0.19)","przystanek_tramwaj(0.00), stacja_kolej_metro(0.00), klub(0.00)"
A038,studencki,0.2892,0.2119,1.0,0.4512,0.4124,14288.0,49.8,3,"sklep(+0.95), przystanek_autobus(+0.87), park(+0.36)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
