apt_id,profile,POI,CENA,M2,ZDJ,ATRAKCYJNOSC,price_pln_m2,size_m2,photos_count,TOP_PLUS,TOP_MINUS
A007,uniwersalny,0.8776,0.3891,0.6212,0.6321,0.6417,13476.0,42.5,5,"sklep(+1.00), przystanek_autobus(+1.00), przystanek_tramwaj(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.06)"
A008,rodzinny,0.0855,0.7265,1.0,0.5507,0.6027,11930.0,80.1,4,"przystanek_autobus(+0.89), sklep(+0.18), plac_zabaw(+0.05)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A008,studencki,0.0811,0.7265,1.0,0.5507,0.5142,11930.0,80.1,4,"przystanek_autobus(+0.89), sklep(+0.18), bank_atm(+0.02)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A008,singiel,0.0877,0.7265,1.0,0.5507,0.6537,11930.0,80.1,4,"przystanek_autobus(+0.89), sklep(+0.18), bank_atm(+0.02)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A008,wlasciciel_psa,0.0912,0.7265,1.0,0.5507,0.5139,11930.0,80.1,4,"przystanek_autobus(+0.89), sklep(+0.18), park(+0.03)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A008,uniwersalny,0.0861,0.7265,1.0,0.5507,0.59,11930.0,80.1,4,"przystanek_autobus(+0.89), sklep(+0.18), plac_zabaw(+0.05)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A009,rodzinny,0.7915,0.7286,0.3225,0.5507,0.5793,11920.0,37.9,4,"szkola_przedszkole(+1.00), sklep(+1.00), przystanek_tramwaj(+1.00)","pub(-0.22), stacja_kolej_metro(0.00), klub(-0.00)"
A009,studencki,0.6907,0.7286,0.716,0.5507,0.702,11920.0,37.9,4,"sklep(+1.00), przystanek_tramwaj(+1.00), przystanek_autobus(+0.97)","stacja_kolej_metro(0.00), klub(0.00), galeria(0.00)"
A009,singiel,0.7607,0.7286,0.716,0.5507,0.7233,11920.0,37.9,4,"sklep(+1.00), kawiarnia_restauracja(+1.00), przystanek_tramwaj(+1.00)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A009,wlasciciel_psa,0.8316,0.7286,0.43,0.5507,0.6765,11920.0,37.9,4,"sklep(+1.00), przystanek_tramwaj(+1.00), park(+0.99)","pub(-0.07), stacja_kolej_metro(0.00), galeria(0.00)"
A009,uniwersalny,0.8286,0.7286,0.4818,0.5507,0.6579,11920.0,37.9,4,"sklep(+1.00), przystanek_tramwaj(+1.00), przystanek_autobus(+0.97)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A010,rodzinny,0.6603,0.5639,0.5875,0.3297,0.5954,12675.0,48.5,2,"przystanek_autobus(+1.00), sklep(+1.00), szkola_przedszkole(+1.00)","pub(-0.07), stacja_kolej_metro(0.00), klub(-0.00)"
A010,studencki,0.5568,0.5639,1.0,0.3297,0.6366,12675.0,48.5,2,"przystanek_autobus(+1.00), sklep(+1.00), silownia(+0.97)","uczelnia(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A010,singiel,0.6196,0.5639,1.0,0.3297,0.7187,12675.0,48.5,2,"przystanek_autobus(+1.00), sklep(+1.00), silownia(+0.97)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A010,wlasciciel_psa,0.6565,0.5639,0.7833,0.3297,0.6597,12675.0,48.5,2,"przystanek_autobus(+1.00), sklep(+1.00), park(+0.88)","pub(-0.02), stacja_kolej_metro(0.00), galeria(0.00)"
A010,uniwersalny,0.6721,0.5639,0.803,0.3297,0.633,12675.0,48.5,2,"przystanek_autobus(+1.00), sklep(+1.00), przystanek_tramwaj(+0.77)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A011,rodzinny,0.2377,1.0,0.585,0.7981,0.5571,9753.0,48.4,8,"przystanek_tramwaj(+1.00), park(+0.49), biblioteka(+0.43)","pub(-0.18), szpital_przychodnia(0.00), stacja_kolej_metro(0.00)"
A011,studencki,0.3128,1.0,1.0,0.7981,0.715,9753.0,48.4,8,"przystanek_tramwaj(+1.00), biblioteka(+0.66), uczelnia(+0.60)","szpital_przychodnia(0.00), apteka(0.00), stacja_kolej_metro(0.00)"
A011,singiel,0.2653,1.0,1.0,0.7981,0.8062,9753.0,48.4,8,"przystanek_tramwaj(+1.00), pub(+0.59), przystanek_autobus(+0.35)","szpital_przychodnia(0.00), apteka(0.00), stacja_kolej_metro(0.00)"
A011,wlasciciel_psa,0.2408,1.0,0.78,0.7981,0.5823,9753.0,48.4,8,"przystanek_tramwaj(+1.00), park(+0.49), przystanek_autobus(+0.35)","pub(-0.06), szpital_przychodnia(0.00), stacja_kolej_metro(0.00)"
A011,uniwersalny,0.2593,1.0,0.8,0.7981,0.6875,9753.0,48.4,8,"przystanek_tramwaj(+1.00), biblioteka(+0.43), przystanek_autobus(+0.35)","szpital_przychodnia(0.00), apteka(0.00), stacja_kolej_metro(0.00)"
A012,rodzinny,0.2124,0.1337,0.585,0.6321,0.3667,14646.0,48.4,5,"przystanek_autobus(+1.00), szkola_przedszkole(+0.71), plac_zabaw(+0.47)","szpital_przychodnia(0.00), stacja_kolej_metro(0.00), przystanek_tramwaj(0.00)"
A012,studencki,0.1296,0.1337,1.0,0.6321,0.3303,14646.0,48.4,5,"przystanek_autobus(+1.00), biblioteka(+0.15), bank_atm(+0.14)","szpital_przychodnia(0.00), stacja_kolej_metro(0.00), przystanek_tramwaj(0.00)"
A012,singiel,0.1334,0.1337,1.0,0.6321,0.4618,14646.0,48.4,5,"przystanek_autobus(+1.00), bank_atm(+0.14), sklep(+0.12)","szpital_przychodnia(0.00), stacja_kolej_metro(0.00), przystanek_tramwaj(0.00)"
A012,wlasciciel_psa,0.1701,0.1337,0.78,0.6321,0.3689,14646.0,48.4,5,"przystanek_autobus(+1.00), plac_zabaw(+0.25), szkola_przedszkole(+0.25)","szpital_przychodnia(0.00), weterynarz(0.00), przystanek_tramwaj(0.00)"
A012,uniwersalny,0.1943,0.1337,0.8,0.6321,0.4266,14646.0,48.4,5,"przystanek_autobus(+1.00), plac_zabaw(+0.47), szkola_przedszkole(+0.46)","szpital_przychodnia(0.00), stacja_kolej_metro(0.00), przystanek_tramwaj(0.00)"
A013,rodzinny,0.2668,0.8657,0.595,0.6988,0.5395,11292.0,48.8,6,"park(+0.89), przystanek_autobus(+0.76), przystanek_tramwaj(+0.69)","pub(-0.06), stacja_kolej_metro(0.00), galeria(0.00)"
A013,studencki,0.2751,0.8657,1.0,0.6988,0.648,11292.0,48.8,6,"uczelnia(+0.85), przystanek_autobus(+0.76), przystanek_tramwaj(+0.69)","biblioteka(0.00), stacja_kolej_metro(0.00), klub(0.00)"
A013,singiel,0.2353,0.8657,1.0,0.6988,0.7468,11292.0,48.8,6,"przystanek_autobus(+0.76), przystanek_tramwaj(+0.69), park(+0.58)","silownia(0.00), stacja_kolej_metro(0.00), szkola_przedszkole(0.00)"
A013,wlasciciel_psa,0.2665,0.8657,0.7933,0.6988,0.566,11292.0,48.8,6,"park(+0.89), przystanek_autobus(+0.76), przystanek_tramwaj(+0.69)","pub(-0.02), weterynarz(0.00), sklep_zoologiczny(0.00)"
A013,uniwersalny,0.2568,0.8657,0.8121,0.6988,0.6419,11292.0,48.8,6,"przystanek_autobus(+0.76), przystanek_tramwaj(+0.69), plac_zabaw(+0.59)","biblioteka(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A014,rodzinny,0.6754,0.2093,0.4075,0.8347,0.483,14300.0,41.3,9,"przystanek_autobus(+1.00), szkola_przedszkole(+1.00), park(+1.00)","pub(-0.20), klub(-0.09), stacja_kolej_metro(0.00)"
A014,studencki,0.6757,0.2093,0.852,0.8347,0.5557,14300.0,41.3,9,"przystanek_autobus(+1.00), sklep(+0.99), przystanek_tramwaj(+0.99)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A014,singiel,0.6596,0.2093,0.852,0.8347,0.5781,14300.0,41.3,9,"przystanek_autobus(+1.00), sklep(+0.99), przystanek_tramwaj(+0.99)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A014,wlasciciel_psa,0.6799,0.2093,0.5433,0.8347,0.5525,14300.0,41.3,9,"przystanek_autobus(+1.00), park(+1.00), sklep(+0.99)","pub(-0.07), klub(-0.03), stacja_kolej_metro(0.00)"
A014,uniwersalny,0.7081,0.2093,0.5848,0.8347,0.5654,14300.0,41.3,9,"przystanek_autobus(+1.00), sklep(+0.99), przystanek_tramwaj(+0.99)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.06)"
A015,rodzinny,0.1048,0.5486,0.37,0.6321,0.326,12745.0,39.8,5,"przystanek_autobus(+0.42), plac_zabaw(+0.31), sklep(+0.19)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A015,studencki,0.0716,0.5486,0.792,0.6321,0.4107,12745.0,39.8,5,"przystanek_autobus(+0.42), sklep(+0.19), uczelnia(+0.13)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A015,singiel,0.0702,0.5486,0.792,0.6321,0.5184,12745.0,39.8,5,"przystanek_autobus(+0.42), sklep(+0.19), park(+0.11)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A015,wlasciciel_psa,0.0964,0.5486,0.4933,0.6321,0.3327,12745.0,39.8,5,"przystanek_autobus(+0.42), sklep(+0.19), plac_zabaw(+0.17)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A015,uniwersalny,0.0991,0.5486,0.5394,0.6321,0.4235,12745.0,39.8,5,"przystanek_autobus(+0.42), plac_zabaw(+0.31), sklep(+0.19)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A016,rodzinny,0.7299,0.0002,0.2725,0.6988,0.3994,15258.0,35.9,6,"przystanek_autobus(+1.00), przystanek_tramwaj(+1.00), sklep(+1.00)","klub(-0.50), pub(-0.25), stacja_kolej_metro(0.00)"
A016,studencki,0.8496,0.0002,0.636,0.6988,0.502,15258.0,35.9,6,"przystanek_autobus(+1.00), przystanek_tramwaj(+1.00), sklep(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A016,singiel,0.8383,0.0002,0.636,0.6988,0.4672,15258.0,35.9,6,"kawiarnia_restauracja(+1.00), przystanek_autobus(+1.00), przystanek_tramwaj(+1.00)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A016,wlasciciel_psa,0.7562,0.0002,0.3633,0.6988,0.4842,15258.0,35.9,6,"przystanek_autobus(+1.00), przystanek_tramwaj(+1.00), sklep(+1.00)","klub(-0.20), pub(-0.08), stacja_kolej_metro(0.00)"
A016,uniwersalny,0.8237,0.0002,0.4212,0.6988,0.4783,15258.0,35.9,6,"przystanek_autobus(+1.00), przystanek_tramwaj(+1.00), sklep(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), pub(0.29)"
A017,rodzinny,0.116,0.8613,0.055,0.4512,0.2574,11312.0,27.2,3,"park(+0.29), szkola_przedszkole(+0.26), sklep(+0.22)","przystanek_tramwaj(0.00), stacja_kolej_metro(0.00), weterynarz(0.00)"
A017,studencki,0.091,0.8613,0.288,0.4512,0.418,11312.0,27.2,3,"sklep(+0.22), biblioteka(+0.22), park(+0.19)","przystanek_tramwaj(0.00), stacja_kolej_metro(0.00), klub(0.00)"
A017,singiel,0.0907,0.8613,0.288,0.4512,0.4475,11312.0,27.2,3,"sklep(+0.22), park(+0.19), bank_atm(+0.18)","przystanek_tramwaj(0.00), silownia(0.00), stacja_kolej_metro(0.00)"
A017,wlasciciel_psa,0.1056,0.8613,0.0733,0.4512,0.2643,11312.0,27.2,3,"park(+0.29), sklep(+0.22), bank_atm(+0.18)","przystanek_tramwaj(0.00), weterynarz(0.00), stacja_kolej_metro(0.00)"
A017,uniwersalny,0.1069,0.8613,0.1576,0.4512,0.3624,11312.0,27.2,3,"sklep(+0.22), park(+0.19), bank_atm(+0.18)","przystanek_tramwaj(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A018,rodzinny,0.7966,0.7245,0.65,0.5507,0.7113,11939.0,51.0,4,"szkola_przedszkole(+1.00), przystanek_autobus(+1.00), park(+1.00)","pub(-0.30), stacja_kolej_metro(0.00), klub(-0.00)"
A018,studencki,0.7958,0.7245,1.0,0.5507,0.7994,11939.0,51.0,4,"przystanek_autobus(+1.00), pub(+1.00), sklep(+0.97)","stacja_kolej_metro(0.00), klub(0.00), galeria(0.00)"
A018,singiel,0.7886,0.7245,1.0,0.5507,0.8283,11939.0,51.0,4,"kawiarnia_restauracja(+1.00), przystanek_autobus(+1.00), pub(+1.00)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A018,wlasciciel_psa,0.8356,0.7245,0.8667,0.5507,0.8085,11939.0,51.0,4,"przystanek_autobus(+1.00), park(+1.00), sklep_zoologiczny(+1.00)","pub(-0.10), stacja_kolej_metro(0.00), galeria(0.00)"
A018,uniwersalny,0.8477,0.7245,0.8788,0.5507,0.7817,11939.0,51.0,4,"przystanek_autobus(+1.00), sklep(+0.97), przystanek_tramwaj(+0.96)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A019,rodzinny,0.5283,0.4694,0.92,0.7981,0.6867,13108.0,61.8,8,"szkola_przedszkole(+0.90), sklep(+0.79), szpital_przychodnia(+0.75)","pub(-0.16), klub(-0.04), stacja_kolej_metro(0.00)"
A019,studencki,0.4005,0.4694,1.0,0.7981,0.5644,13108.0,61.8,8,"sklep(+0.79), szpital_przychodnia(+0.75), przystanek_autobus(+0.69)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A019,singiel,0.4557,0.4694,1.0,0.7981,0.6681,13108.0,61.8,8,"sklep(+0.79), szpital_przychodnia(+0.75), przystanek_autobus(+0.69)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A019,wlasciciel_psa,0.5542,0.4694,1.0,0.7981,0.6832,13108.0,61.8,8,"weterynarz(+0.86), sklep(+0.79), sklep_zoologiczny(+0.75)","pub(-0.05), klub(-0.02), stacja_kolej_metro(0.00)"
A019,uniwersalny,0.546,0.4694,1.0,0.7981,0.7009,13108.0,61.8,8,"sklep(+0.79), szpital_przychodnia(+0.75), przystanek_autobus(+0.69)","stacja_kolej_metro(0.00), galeria(0.00), biblioteka(0.02)"
A020,rodzinny,0.1207,1.0,0.385,0.6988,0.4312,8527.0,40.4,6,"przystanek_autobus(+0.53), przystanek_tramwaj(+0.35), plac_zabaw(+0.18)","pub(-0.04), apteka(0.00), galeria(0.00)"
A020,studencki,0.1594,1.0,0.816,0.6988,0.6119,8527.0,40.4,6,"uczelnia(+0.65), przystanek_autobus(+0.53), przystanek_tramwaj(+0.35)","apteka(0.00), stacja_kolej_metro(0.00), biblioteka(0.00)"
A020,singiel,0.1274,1.0,0.816,0.6988,0.7024,8527.0,40.4,6,"przystanek_autobus(+0.53), przystanek_tramwaj(+0.35), pub(+0.14)","apteka(0.00), stacja_kolej_metro(0.00), silownia(0.00)"
A020,wlasciciel_psa,0.1206,1.0,0.5133,0.6988,0.4432,8527.0,40.4,6,"przystanek_autobus(+0.53), przystanek_tramwaj(+0.35), park(+0.13)","pub(-0.01), apteka(0.00), weterynarz(0.00)"
A020,uniwersalny,0.126,1.0,0.5576,0.6988,0.5599,8527.0,40.4,6,"przystanek_autobus(+0.53), przystanek_tramwaj(+0.35), plac_zabaw(+0.18)","apteka(0.00), stacja_kolej_metro(0.00), biblioteka(0.00)"
A021,rodzinny,0.7093,0.2769,0.38,0.7534,0.4933,13990.0,40.2,7,"przystanek_autobus(+1.00), sklep(+1.00), szkola_przedszkole(+1.00)","klub(-0.36), pub(-0.25), stacja_kolej_metro(0.00)"
A021,studencki,0.7878,0.2769,0.808,0.7534,0.6113,13990.0,40.2,7,"przystanek_autobus(+1.00), sklep(+1.00), szpital_przychodnia(+0.94)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A021,singiel,0.7891,0.2769,0.808,0.7534,0.6147,13990.0,40.2,7,"przystanek_autobus(+1.00), sklep(+1.00), szpital_przychodnia(+0.94)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A021,wlasciciel_psa,0.7411,0.2769,0.5067,0.7534,0.5785,13990.0,40.2,7,"przystanek_autobus(+1.00), sklep(+1.00), park(+1.00)","klub(-0.14), pub(-0.08), stacja_kolej_metro(0.00)"
A021,uniwersalny,0.7907,0.2769,0.5515,0.7534,0.5849,13990.0,40.2,7,"przystanek_autobus(+1.00), sklep(+1.00), szpital_przychodnia(+0.94)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.25)"
A022,rodzinny,0.1241,0.0,0.465,0.9093,0.2749,15275.0,43.6,12,"przystanek_tramwaj(+0.28), sklep(+0.27), szpital_przychodnia(+0.25)","pub(-0.05), stacja_kolej_metro(0.00), galeria(0.00)"
A022,studencki,0.119,0.0,0.944,0.9093,0.2819,15275.0,43.6,12,"przystanek_tramwaj(+0.28), sklep(+0.27), szpital_przychodnia(+0.25)","biblioteka(0.00), stacja_kolej_metro(0.00), klub(0.00)"
A022,singiel,0.1278,0.0,0.944,0.9093,0.4078,15275.0,43.6,12,"przystanek_tramwaj(+0.28), sklep(+0.27), szpital_przychodnia(+0.25)","silownia(0.00), stacja_kolej_metro(0.00), bank_atm(0.00)"
A022,wlasciciel_psa,0.1211,0.0,0.62,0.9093,0.2859,15275.0,43.6,12,"przystanek_tramwaj(+0.28), sklep(+0.27), szpital_przychodnia(+0.25)","pub(-0.02), weterynarz(0.00), galeria(0.00)"
A022,uniwersalny,0.1298,0.0,0.6545,0.9093,0.3717,15275.0,43.6,12,"przystanek_tramwaj(+0.28), sklep(+0.27), szpital_przychodnia(+0.25)","biblioteka(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A023,rodzinny,0.1685,0.1595,0.415,0.5507,0.2844,14528.0,41.6,4,"park(+0.89), przystanek_autobus(+0.82), plac_zabaw(+0.32)","szpital_przychodnia(0.00), apteka(0.00), sklep(0.00)"
