apt_id,profile,POI,CENA,M2,ZDJ,ATRAKCYJNOSC,price_pln_m2,size_m2,photos_count,TOP_PLUS,TOP_MINUS
A007,rodzinny,0.8151,0.3891,0.4375,0.6321,0.5697,13476.0,42.5,5,"sklep(+1.00), szkola_przedszkole(+1.00), przystanek_autobus(+1.00)","pub(-0.30), klub(-0.08), stacja_kolej_metro(0.00)"
A011,rodzinny,0.2377,1.0,0.585,0.7981,0.5571,9753.0,48.4,8,"przystanek_tramwaj(+1.00), park(+0.49), biblioteka(+0.43)","pub(-0.18), szpital_przychodnia(0.00), stacja_kolej_metro(0.00)"
A035,rodzinny,0.7008,0.5375,0.4875,0.0,0.5478,12796.0,44.5,0,"sklep(+1.00), przystanek_autobus(+1.00), szkola_przedszkole(+1.00)","pub(-0.26), stacja_kolej_metro(0.00), klub(-0.00)"
A013,rodzinny,0.2668,0.8657,0.595,0.6988,0.5395,11292.0,48.8,6,"park(+0.89), przystanek_autobus(+0.76), przystanek_tramwaj(+0.69)","pub(-0.06), stacja_kolej_metro(0.00), galeria(0.00)"
A002,rodzinny,0.2527,0.0962,1.0,0.5507,0.5352,14818.0,68.0,4,"przystanek_autobus(+0.98), park(+0.89), przystanek_tramwaj(+0.75)","pub(-0.02), stacja_kolej_metro(0.00), galeria(0.00)"
A028,rodzinny,0.381,0.4478,0.68,0.7534,0.5326,13207.0,52.2,7,"szkola_przedszkole(+0.95), sklep(+0.95), przystanek_tramwaj(+0.87)","stacja_kolej_metro(0.00), silownia(0.00), galeria(0.00)"
A029,rodzinny,0.6079,0.6001,0.4225,0.4512,0.5244,12509.0,41.9,3,"przystanek_tramwaj(+1.00), sklep(+1.00), przystanek_autobus(+1.00)","klub(-0.43), pub(-0.30), stacja_kolej_metro(0.00)"
A037,rodzinny,0.6367,0.0,0.61,0.8347,0.5086,15671.0,49.4,9,"sklep(+1.00), szkola_przedszkole(+1.00), park(+1.00)","klub(-0.36), pub(-0.29), stacja_kolej_metro(0.00)"
A021,rodzinny,0.7093,0.2769,0.38,0.7534,0.4933,13990.0,40.2,7,"przystanek_autobus(+1.00), sklep(+1.00), szkola_przedszkole(+1.00)","klub(-0.36), pub(-0.25), stacja_kolej_metro(0.00)"
A036,rodzinny,0.6922,0.2642,0.4,0.7534,0.4928,14048.0,41.0,7,"sklep(+1.00), apteka(+0.99), szkola_przedszkole(+0.98)","pub(-0.26), stacja_kolej_metro(0.00), klub(-0.00)"
A014,rodzinny,0.6754,0.2093,0.4075,0.8347,0.483,14300.0,41.3,9,"przystanek_autobus(+1.00), szkola_przedszkole(+1.00), park(+1.00)","pub(-0.20), klub(-0.09), stacja_kolej_metro(0.00)"
A032,rodzinny,0.1607,0.1204,0.9075,0.6988,0.4783,14707.0,61.3,6,"szkola_przedszkole(+0.53), przystanek_autobus(+0.43), plac_zabaw(+0.34)","szpital_przychodnia(0.00), stacja_kolej_metro(0.00), przystanek_tramwaj(0.00)"
A020,rodzinny,0.1207,1.0,0.385,0.6988,0.4312,8527.0,40.4,6,"przystanek_autobus(+0.53), przystanek_tramwaj(+0.35), plac_zabaw(+0.18)","pub(-0.04), apteka(0.00), galeria(0.00)"
A038,rodzinny,0.3227,0.2119,0.62,0.4512,0.4259,14288.0,49.8,3,"sklep(+0.95), przystanek_autobus(+0.87), park(+0.55)","klub(-0.08), pub(-0.05), stacja_kolej_metro(0.00)"
A016,rodzinny,0.7299,0.0002,0.2725,0.6988,0.3994,15258.0,35.9,6,"przystanek_autobus(+1.00), przystanek_tramwaj(+1.00), sklep(+1.00)","klub(-0.50), pub(-0.25), stacja_kolej_metro(0.00)"
A001,rodzinny,0.4558,0.7465,0.1325,0.5507,0.3894,11838.0,30.3,4,"szkola_przedszkole(+0.95), przystanek_autobus(+0.86), park(+0.67)","pub(-0.01), stacja_kolej_metro(0.00), sklep_zoologiczny(0.00)"
